label,text
FALSE:," Video shows 106 dead bodies in Delhi’s Loknayak hospital, in India."
FALSE:, These images show bodies of COVID19 patient dead in the streets in America.
NO EVIDENCE:, Sungkai leaves can treat Covid-19 patients.
FALSE:, Uganda Red Cross Society in partnership with the United States Agency for International Development (USAID).
FALSE:," Vodacom is offering Tsh80,000 to M-Pesa users as COVID-19 relief funds."
partly false:, Colombian Minister of Health said that Colombia has more ICU than Holland.
FALSE:," Italy did not follow WHO protocol and did an autopsy on a corpse that died from Covid-19 and realised that coronavirus is actually not a virus but a bacterium which gets amplified with 5G electromagnetic radiation that also produces inflammation and hypoxia, and multiple other claims."
FALSE:," President of Mexico proposes to collect a tax of 500 pesos for each pet, to pay for social programs related to COVID-19."
FALSE:," A beverage with aspirin, lemon and hot water cures the coronavirus."
FALSE:, India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.
FALSE:," The post shows dead bodies of COVID-19 patients lying in the LNJP Hospital, Delhi (India)."
FALSE:, India’s Prime Minister Narendra Modi said in his ‘Mann Ki Baat’ radio address that one crore COVID-19 patients have been treated for free in the country.
FALSE:," After a police raid in Rio, the city administration reduced the official COVID-19 death toll by 1.177"
FALSE:, Claim that Indian Prime minister Modi said one crore (10 million) COVID-19 positive patients have been treated for free.
FALSE:, India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.
FALSE:," A Facebook page shared a post announcing that the United States of America will grant 5,000 Nigerians free work Visa for two years."
FALSE:, The coronavirus ‘has been defeated with anti-inflammatories and anticoagulants’.
FALSE:, The video of terrible conditions of a COVID-19 ward is from Delhi’s hospital.
FALSE:, The use of masks for COVID-19 causes hypoxia.
FALSE:, Deaths in Brazil by pneumonia are registered as COVID-19.
FALSE:, The covid-19 pandemic caused the death of 0.003% of the world population.
FALSE:, WHO has declared COVID-19 an endemic disease.
FALSE:," Video shows 106 dead bodies in Delhi’s Loknayak hospital, in India."
FALSE:, A picture claiming that Lidl is offering free shopping vouchers for €180 in Italy.
Misleading:, COVID-19 is not new and an old textbook gives out its treatment.
FALSE:," The Spanish flu pandemic happened in 1914, before the First World War, according to the president of the Philippines Rodrigo Duterte."
Partly false:," Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for an lung infection, due to breathing in her own carbon dioxide and bacteria."
FALSE:," Orange, lemon and honey prevent from being infected by coronavirus."
FALSE:," There were no COVID-19 deaths in Fortaleza, Brazil, on May 29."
FALSE:, The video of terrible conditions of a COVID-19 ward is from Delhi’s hospital.
FALSE:," The Spanish flu pandemic happened in 1914, before the First World War, according to the president of the Philippines Rodrigo Duterte."
FALSE:, “How many of you are aware that the female governor of Michigan is the niece of George Soros?”
FALSE:," Facebook posts questioning the existence of the coronavirus, as no supermarket employee has been infected in the world."
FALSE:," A Facebook page posted that temporary hospitals in Guatemala would be closed, as people diagnosed with COVID-19 could isolate themselves at home. A statement they attributed to an authority in the Ministry of Health."
FALSE:," A photo from the funeral of a recently deceased Sri Lankan politician, Arumugam Thondaman, has been shared thousands of times in multiple Facebook posts. The posts claim the image shows one of Thondaman’s daughters violated Sri Lanka’s mandatory coronavirus quarantine policy for travelers by attending the ceremony shortly after returning to the country from overseas."
FALSE:, Lionel Messi said “there was a planetary coup d’etat” with the coronavirus pandemic.
FALSE:," Egypt finds the cure for COVID-19, which is Redmisivir and starts manufacturaing the drug to distribute it to the public."
False:, Video shows the Mexican Air Force throwing bodies of people infected with COVID-19 on the beaches of Acapulco.
FALSE:," COVID-19 is the common flu, and the cure for coronavirus pneumonia is easy and cheap."
FALSE:, Coronavirus stays in the throat for four days.
FALSE:, Italian politician asked to take Bill Gates to the International Criminal Court.
partly false:, A photo of a woman wearing an alleged body bag with only one hand is shared as a proof that the pandemic has been faked.
Partly false:, CO2 emissions have been reduced by 8% in the first four months of 2020 because of COVID-19 related lockdowns.
FALSE:," Mayor of El Espinal, Colombia ‘bought false tests for COVID-19’."
FALSE:," Video shows migrants looting food packets at Hyderabad Railway station, in India."
FALSE:, Facebook posts shared thousands of times accuse authorities of lining the streets with empty body bags in a bid to fool people about the “fake” novel coronavirus pandemic.
FALSE:," Mayor of El Espinal, Colombia ‘bought false tests for COVID-19’."
FALSE:, Coronavirus can be sexually transmitted.
FALSE:," Coronavirus was created artificially. Actually, people are dying from the effects of 5G technology, according to Leonard Caldwell."
Misleading:, A video purporting to show several dead bodies lying beside coronavirus patients in a hospital ward has been viewed thousands of times in multiple posts on Facebook and Twitter alongside a claim it was filmed in the Indian capital of Delhi.
FALSE:, Dr Anthony Fauci said a COVID-19 vaccine must be delivered to people without ‘proper studies’ being carried out.
FALSE:," In recent days, a chain circulated through WhatsApp that urged entering the page colombia.ayudas.xyz to be a beneficiary of government aid."
MISLEADING:," A picture that shows black bags, allegedely containing corpses of Covid-19 victims, which is considered to be “not authentic” because the bags are easily carried with one hand."
FALSE:, Man seen in viral images was a Covid-19 patient who fell in love with his lady doctor. The two got engaged in the same hospital in Egypt.
partly false:, A photo of a woman wearing an alleged body bag with only one hand is shared as a proof that the pandemic has been faked.
FALSE:, Tamil Nadu (India) government approved Thanikasalam Siddha medicine for COVID-19.
misleading:," A video has been viewed tens of thousands of times in multiple posts on YouTube, Facebook and Twitter which claim it shows US infectious disease expert Dr. Anthony Fauci admitting vaccines are “toxic” and can “make you worse” during a press conference about the novel coronavirus."
